Restaurace - Metropol;Senovážné nám. 248/2, 37001 České Budějovice 6;www.restauracemetropol.cz;info@restaurace-metropol.cz;Restaurace nabízí rauty, bankety, catering, svatby, promoce, abiturienské večírky, konference, salonky, kavárnu, bar, společenský sál, sportbar, možnost grilování. Zajišťujeme rauty pro firmy, soukromé osoby i pro Vás doma. Možnost občerstvení a příjemného oddychu řidičům autobusů a jejich turistům.;+420 387 311 256;Restaurace,České a staročeské restaurace,Restaurace se zvěřinovými specialitami
Hlučná samota;Záhřebská 534/14, 12000 Praha, Vinohrady;www.hlucna-samota.cz;hlucnasamota@seznam.cz;Restaurace v duchu Hrabalových povídek. V nabídce polední menu každý den, zvěřinové speciality, poctivá česká kuchyně, kachny, steaky, čerstvé těstoviny. Wi-Fi, nekuřácký prostor, salónek či zahrádka. Pořádáme svatební hostiny, rauty, catering, firemní večírky, oslavy narozenin i posezení s přáteli.;+420 222 522 839;České a staročeské restaurace,Restaurace,Catering
Hostinec Selský dvůr;Sebečice, Biskoupky 15, 33808;www.sd-biskoupky.cz;fiala@sd-biskoupky.cz;Nabízíme venkovní posezení v uzavřeném dvoře, možnost ubytování ve patnácti pokojích s celkovou kapacitou 43 lůžek se sociálním zařízením. Multifunkční sál, dětské hřiště, masáže, kadeřnictví, svatby na klíč, 5 salonků. Máme dvě oddělené restaurace vhodné pro firemní akce a svatby až pro 150 osob.;+420 371 796 371;České a staročeské restaurace,Restaurace,Ubytovací služby
Golf a wellness resort Cihelny;Karlovy Vary, Cihelny 7, 36464;www.golfresortcihelny.cz;reception@golfresortcihelny.cz;Uprostřed nádherné přírody nedaleko Karlových Varů se nachází Golf & Wellness resort. Golfové hřiště od světoznámé společnosti Gary Player, luxusní hotel s wellness programem, moderní restaurace i konferenční sál.;+420 353 972 281;Golf, golfové kluby a golfová hřiště,Golfové kurzy,Cvičné golfové areály
Penzion U Fouska;Nádražní 252, 35735 Chodov;www.penzionufouska.cz;jiri.trojak@seznam.cz;Rodinný penzion a ubytovna 6 km od Karlových Varů. Wifi připojení a parkování pro hosty zdarma. Ideální poloha pro výlety, penzion je situovaný 200 m od vlakového nádraží, odkud se dostanete vlakem za 7 minut do K. Varů, nebo za 5 minut do Lokte. V penzionu se vaří česká jídla - od 11:00 do 18:30.;+420 776 173 345;Penziony,Rodinné penziony,Levné ubytování
Ratejna pizzerie - music bar;Dvořákova 588/13, 60200 Brno-město;www.ratejna.cz;ratejna@ratejna.cz;Restaurace a pizzerie s diskotékou a salonkem o kapacitě 40 míst. Jedinečný interiér doplněn komiksy Káji Saudka. Denní menu. Středa, pátek a sobota dance večery s českou i současnou hudbou. Možnost pořádání firemních akcí, večírků a oslav.;+420 542 210 236;Pizzerie,Restaurace,Restaurační a pohostinské služby
Restaurace & Penzion V Údolí;Hodkovice nad Mohelkou, Jílové 86, 46342;www.penzionvudoli.cz;rezervace@penzionvudoli.cz;Rodinný penzion s restaurací se nachází v malebné vesničce Jílové, která je skvělým výchozím bodem pro návštěvu Českého ráje i Jizerských hor. Penzion nabízí celoroční ubytování nedaleko hlavních turistických cílů.;+420 777 727 887;Penziony,Horské penziony,Rodinné penziony
Bulldog´s Dart´s Pub;Ohradní 1443/24b, 14000 Praha, Michle;www.bulldogspub.cz;info@bulldogspub.cz;Restaurace nabízí firemní večírky, firemní oslavy, svatby a promoce až pro 400 osob po celý rok. Výtečná česká kuchyně, rozvoz jídel a obědů na pracoviště, sportovní přenosy, salonek, svatby, turnaje na míru - poker, šipky, fotbálky a stolní tenis - ping pong, tři závodní stoly JOOLA.;+420 241 481 214;Restaurace,Pronájem prostor pro školení, akce, svatby a večírky,Pořadatelé firemních a společenských akcí
RESORT & CAMP Dešná;Dešná , 76315;www.resort-desna.cz;info@resort-desna.cz;Resort a kemp nabízí celoroční ubytování pro skupiny i jednotlivce v plně vybavených chatkách s koupelnou, kuchyňkou a oddělenými ložnicemi, vyhřívaný venkovní bazén, domácí kuchyni a relax. Kapacita 200 lůžek, Wifi, centrální parkoviště zdarma, sportovní aktivity, restaurace, bar, zahrádky.;+420 577 222 555;Ubytování v luxusních apartmánech,Ubytování na ubytovnách,Rekreační chaty a chalupy
Lesní bouda;Černý Důl 187, 54344;www.lesnibouda.cz;info@lesnibouda.cz;Horský hotel nad Pecí pod Sněžkou, nabízí příjemné prostředí roubené krkonošské boudy, 300m od skiareálu. Venkovní terasa, vířivka, bazén, hřiště, WiFi. Restaurace nabízí speciality z vlastní kozí a ovčí ekofarmy a pochoutky z kozích sýrů.;+420 736 678 302;Horské hotely,Hotely,Restaurace
Restaurace Selský Štít;Olešník 11, 37350;www.selskystit.cz;;Provoz restaurace s nabídkou tradiční české a italské venkovské kuchyně. Kapacita restaurace je 50 míst a s venkovní terasou 90 míst. Možnost uspořádat oslavy, večírky a jiné společenské akce.;+420 731 826 453;Restaurace,České a staročeské restaurace,Mezinárodní restaurace
Pizzerie San Marino;Palackého 101/9, 30100 Plzeň, Jižní Předměstí;www.sanmarino-pizza.cz;lukes-marek@seznam.cz;Provozujeme stylovou italskou restauraci v centru města Plzeň, pizzerie, rozvoz pizzy a jídel zdarma. Nabízíme denní menu, vepřové a kuřecí speciality, kuřecí maso, saláty, minutky, těstoviny, ryby, steaky, vegetariánská jídla. Suroviny vysoké kvality. Pizza i ostatní jídla s sebou.;+420 377 320 801;Restaurace,Pizzerie,Italské restaurace
Hotel U Královny Elišky;Malé náměstí 117/10, 50003 Hradec Králové;www.hotelukralovnyelisky.cz;reception@hotelukralovnyelisky.cz;Hotel poskytuje kapacitu 66 lůžek ve 33 pokojích včetně královského apartmá, restaurace, kavárny, kongresového sálu, salonků, letní terasy a vinárny. Hotel dále nabízí wellness centrum s bazénem, saunou, vířivou vanou a vyhlášenou gastronomii. Zajistíme kompletní svatební servis.;+420 495 518 052;Hotely,Čtyřhvězdičkové hotely,Ubytovací služby
Hotel Alessandria;třída SNP 733/2, 50003 Hradec Králové, Slezské Předměstí;www.alessandria.cz;recepce@alessandria.cz;Moderní kongresový hotel v centru města s celkovou kapacitou 230 lůžek. Vhodné místo pro firemní a společenské akce, kongresy, akce, školení, rauty, večírky, svatby, oslavy. K dispozici jsou apartmány, bezbariérový pokoj, Lobby Bar, konferenční sál a salonky, parkování přímo u hotelu a WiFi.;+420 495 777 111;Kongresové a seminární hotely,Hotely,Tříhvězdičkové hotely
Lesní Lázně Zvánovice;Kádovská 154, 25165 Zvánovice;www.lesnilazne.cz;zvanovice@legner.cz;Hotel je úžasný konferenční resort uprostřed Ladova kraje pouze 25 km od Prahy. Specializujeme se na realizaci konferenčních, školících, incentivních a teambuildingových programů. Součástí hotelu jsou lesní lázně určené pro firemní i pro individuální klientelu a relaxační wellness.;+420 323 649 679;Hotely,Kongresové a seminární hotely,Tříhvězdičkové hotely
Hostinec a penzion U Báby Šubrový;Kokořínský Důl 12, 27723;www.ubabysubrovy.cz;ubabysubrovy@seznam.cz;Restaurace a penzion v srdci Kokořínského údolí.;+420 776 625 132;Restaurace,Penziony,Restaurační a pohostinské služby
Pivovarský dvůr Chýně;Hlavní 525, 25303 Chýně;www.pivovarskydvur.cz;info@pivovarskydvur.cz;Restaurace byla otevřena v roce 1992. Nabízíme speciality české kuchyně, Plzenské pivo a kvasnicové pivo z malých pivovarů, polední menu, rauty, oslavy, dětský koutek, letní zahrádka, tatarák, pečená žebírka a koleno. Kapacita restaurace je 80 míst.;+420 311 679 592;Restaurace,České a staročeské restaurace,Pronájem prostor pro školení, akce, svatby a večírky
Švejk Restaurant;Havelkova 112/20, 62500 Brno, Bohunice;www.penzion-svejk.cz;svejkbrno@volny.cz;Nabízíme českou kuchyni s kapacitou 80 míst. K dispozici je salonek s kapacitou 40 míst. Pořádáme svatby, promoce, rauty, smuteční hostiny i rodinné oslavy. Možnost pořádání obchodních jednání, seminářů či firemních prezentací.;+420 777 195 192;Restaurace,České a staročeské restaurace,Pronájem prostor pro školení, akce, svatby a večírky
U Černého koníčka;Žižkova tř. 220/15, 37001 České Budějovice 6;www.ucernehokonicka.cz;sarauerkarel@seznam.cz;Tradiční hostinec se nachází nedaleko centra. Nabízí Vám domácí kuchyni, posezení v klimatizovaném prostředí s kapacitou 100 míst. Točíme nepasterované pivo z tanků a pivní speciály z různých pivovarů (4 druhy). Atmosféru umocňuje i sbírka starožitných reklamních cedulí. Poskytujeme rozvoz obědů.;+420 603 494 908;Restaurace,České a staročeské restaurace,Hospody a hostince
Hospůdka u Václava;Pavla Perky 390, 66471 Veverská Bítýška;www.restauraceuvaclava.cz;vasek.kaderabek@seznam.cz;Klidnou a útulnou restauraci s domácí kuchyní najdete v blízkosti hradu Veveří. V prostorném a nově zrekonstruovaném sále pořádáme společenské, soukromé i firemní akce, svatby, promoce. Restaurace je kompletně nekuřácká.;+420 549 420 108;Restaurace,Pronájem prostor pro školení, akce, svatby a večírky,Pořadatelé firemních a společenských akcí
Restaurace Na Prachandě;Pražská 469, 26301 Dobříš;www.prachanda.cz;prachanda@volny.cz;Restaurace s výhradně českou kuchyní. Dále nabízíme alkoholické i nealkoholické nápoje. Prostory provozovny se skládají z nekuřácké klimatizované jídelny, formanky, salonku, herny a v letních měsících ze zastřešené venkovní terasy pro 50 osob s přilehlým dětským hřištěm.;+420 318 523 696;Pivnice,České a staročeské restaurace,Pronájem prostor pro školení, akce, svatby a večírky
